  Func                               Cost    Frame   Height
  _ZN6RGBLEDC1Eii                       0        0        1
  _ZN7LIS3MDL8read_regEhRh              0        0        1
> _ZN11MPU6000_SPI4readEjPvj            0        0        3
> _ZN6device6Device19get_device_bus_typeEv@./src/drivers/trone/CMakeFiles/drivers__trone.dir/trone.cpp.obj        0        0        1
  _ZN10MixerGroup9set_trimsEPsj@./src/modules/systemlib/mixer/CMakeFiles/modules__systemlib__mixer.dir/mixer_group.cpp.obj        0        0        1
> _ZThn16_N12LidarLiteI2C4initEv        0        0        1
> _ZN6device6Device18get_device_addressEv@./src/drivers/lis3mdl/CMakeFiles/drivers__lis3mdl.dir/lis3mdl_i2c.cpp.obj        0        0        1
> _ZN13land_detector12LandDetector17_cycle_trampolineEPv        0        0        1
  _ZN9Navigator21local_position_updateEv        0        0        1
> _ZN15CameraInterface17has_power_controlEv@./src/drivers/camera_trigger/CMakeFiles/drivers__camera_trigger.dir/interfaces/src/gpio.cpp.obj        0        0        1
> _ZN15DriverFramework7SyncObjC1Ev        0        0        2
> _ZN3ADC4readEP4filePcj                0        0        1
> _ZN24MavlinkStreamHILControls6get_idEv        0        0        1
> _ZN7control10BlockParamIRfED1Ev        0        0        1
> _ZN6device6Device15set_device_typeEh@./src/drivers/lsm303d/CMakeFiles/drivers__lsm303d.dir/lsm303d.cpp.obj        0        0        1
> _ZN6MS56115cycleEv                    0        0        4
> _ZN13NavigatorModeD1Ev                0        0        1
  _ZN7Mavlink20send_statustext_infoEPKc        0        0        1
  _ZNK4math10VectorBaseILj2EEmlERKNS_6VectorILj2EEE        0        0        1
  _ZN19VtolAttitudeControl16tecs_status_pollEv        0        0        2
  _ZN13LogListHelper17_get_session_dateEPKcS1_Rj        0        0        2
  _ZN6PX4FMU10gpio_writeEji             0        0        1
  _ZN14PX4IO_Uploader8get_infoEiRj        0        0        3
  _ZN3Ekf19get_ekf_soln_statusEPt        0        0        1
  _ZN15MultirotorMixer24update_saturation_statusEjbb@./src/modules/systemlib/mixer/CMakeFiles/modules__systemlib__mixer.dir/mixer_multirotor.cpp.obj        0        0        1
> _ZN15MultirotorMixerD0Ev@./src/modules/systemlib/mixer/CMakeFiles/modules__systemlib__mixer.dir/mixer_multirotor.cpp.obj        0        0        2
  _ZN18ECL_RollControllerC1Ev           0        0        1
  _ZN12GPSDriverUBX10decodeInitEv        0        0        1
> _ZN15MultirotorMixer21get_saturation_statusEv@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/mixer/mixer_multirotor.cpp.obj        0        0        1
  _ZN3Ekf20get_gps_check_statusEPt        0        0        1
  _ZN3Ekf17controlBetaFusionEv          0        0        3
  _ZN6ORBSet6insertEPKc                 0        0        1
> _Z21MPU9250_SPI_interfaceib           0        0        2
> _ZN4SF0X16cycle_trampolineEPv         0        0        1
> _ZN24MavlinkStreamHighLatency12new_instanceEP7Mavlink        0        0        3
> _ZN3px415get_time_microsEv            0        0        1
> _ZN9LidarLite20set_maximum_distanceEf        0        0        1
> _ZN6matrix6MatrixIfLj3ELj3EEC1Ev@./src/lib/ecl/CMakeFiles/lib__ecl.dir/EKF/ekf_helper.cpp.obj        0        0        1
  _ZN24MavlinkStreamHighLatencyD1Ev        0        0        1
> _ZN4ListIPN7control5BlockEED0Ev@./src/lib/launchdetection/CMakeFiles/lib__launchdetection.dir/CatapultLaunchMethod.cpp.obj        0        0        1
> _ZN7control15BlockDerivativeD0Ev        0        0        1
> _ZN4LandD0Ev                          0        0        1
  _ZN6RGBLED3getERbS0_RhS1_S1_          0        0        2
> _ZN6device6Device18get_device_addressEv@./src/drivers/device/CMakeFiles/drivers__device.dir/i2c_nuttx.cpp.obj        0        0        1
  _ZN6MS5525C1EhhPKc                    0        0        2
> _ZN10ringbuffer10RingBuffer5forceEh        0        0        3
> _ZN4ListIPN7control5BlockEED0Ev@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/battery.cpp.obj        0        0        1
> _ZN26TemperatureCalibrationBaroD0Ev        0        0        3
  _ZN12MissionBlock15get_time_insideERK14mission_item_s        0        0        1
> _ZN6L3GD2010modify_regEjhh            0        0        4
> _ZN18EstimatorInterfaceC1Ev           0        0        2
> _ZN4uORB10DeviceNode4readEP4filePcj        0        0        1
> crc_accumulate@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_messages.cpp.obj        0        0        1
> _ZN13EngineFailureD0Ev                0        0        1
  _ZN5PWMIN9_turn_offEv                 0        0        1
  _ZN3Ekf21setControlRangeHeightEv        0        0        1
> _ZN24MavlinkStreamHILControls13get_id_staticEv        0        0        1
> _ZL11_file_clear9dm_item_t            0        0        2
  _ZN13runwaytakeoff13RunwayTakeoff8getPitchEf        0        0        1
  _ZN9ToneAlarm15note_to_divisorEj        0        0        1
  write_stack.constprop.22              0        0        1
> _ZNK31MavlinkStreamAttitudeQuaternion8get_nameEv        0        0        1
> _ZN7control10BlockParamIRiED0Ev        0        0        1
  _ZN10RingBufferIN9estimator15extVisionSampleEE4pushES1_        0        0        2
> _ZN3Ekf11get_pos_varERN6matrix7Vector3IfEE        0        0        1
> _ZN32MavlinkStreamHILActuatorControls6get_idEv        0        0        1
  _ZN3Ekf8initHaglEv                    0        0        1
  _ZN15CameraInterfaceC1Ev              0        0        1
  _ZN13runwaytakeoff13RunwayTakeoff7getRollEf        0        0        2
> _ZN6matrix5EulerIfEC1ERKNS_10QuaternionIfEE@./src/modules/gnd_att_control/CMakeFiles/modules__gnd_att_control.dir/GroundRoverAttitudeControl.cpp.obj        0        0        1
  _ZN7MPU92508read_regEjj               0        0        1
> _ZThn16_N12LidarLiteI2C5ioctlEP4fileim        0        0        1
  _ZN14ECL_Controller7set_k_iEf         0        0        1
> _ZN8Standard21fill_actuator_outputsEv        0        0        1
> _ZN35MavlinkStreamVisionPositionEstimateD0Ev        0        0        2
  orb_priority                          0        0        1
  orb_check                             0        0        1
  _ZN7Battery13sumDischargedEyf         0        0        1
  _ZN7MPU92504stopEv                    0        0        1
> _ZN13MavlinkStream10const_rateEv@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_messages.cpp.obj        0        0        1
> _ZN6device6Device15set_device_typeEh@./src/modules/uORB/CMakeFiles/modules__uORB.dir/uORBDevices.cpp.obj        0        0        1
  _ZN20MavlinkCommandSender26handle_mavlink_command_ackERK23__mavlink_command_ack_thh        0        0        2
> _ZN6matrix3DcmIfEC1ERKNS_10QuaternionIfEE@./src/lib/terrain_estimation/CMakeFiles/lib__terrain_estimation.dir/terrain_estimator.cpp.obj        0        0        1
> _ZN12MPU9250_gyroD0Ev                 0        0        3
> _ZN4ListIPN7control5BlockEED1Ev@./src/modules/navigator/CMakeFiles/modules__navigator.dir/geofence.cpp.obj        0        0        1
> _ZN4math10VectorBaseILj3EE4zeroEv@./src/modules/navigator/CMakeFiles/modules__navigator.dir/follow_target.cpp.obj        0        0        1
> _ZN6matrix10QuaternionIfEC1ERKNS_5EulerIfEE@./src/modules/fw_att_control/CMakeFiles/modules__fw_att_control.dir/fw_att_control_main.cpp.obj        0        0        1
  _ZN10MS5611_I2C10_read_promEv         0        0        2
  _ZN6vmount20InputMavlinkCmdMountD1Ev        0        0        2
> _ZN12Landingslope20calculateSlopeValuesEv        0        0        1
  _ZL15read_with_retryiPvj              0        0        1
> _ZN4ListIPN4uORB15PublicationNodeEE7getHeadEv        0        0        1
  _ZN6device4CDev17store_poll_waiterEP6pollfd        0        0        1
  _ZN4uORB10DeviceNode27process_remove_subscriptionEv        0        0        1
  _ZN7MPU925015set_accel_rangeEj        0        0        3
  _ZN19VtolAttitudeControl18land_detected_pollEv        0        0        2
> _ZN34MavlinkStreamActuatorControlTargetILi2EE6get_idEv        0        0        1
> _ZN10ringbuffer10RingBuffer5forceEs        0        0        3
  _ZN15DriverFramework7SyncObj4lockEv        0        0        1
> _ZN4uORB10DeviceNode12is_publishedEv        0        0        1
  _ZN10MS5611_SPIC1Eh9spi_dev_eRN6ms56116prom_uE        0        0        1
> _ZN6MS56114readEP4filePcj             0        0        3
  _ZN7MPU925015print_registersEv        0        0        2
  _ZN6L3GD2011disable_i2cEv             0        0        4
> _Z24sphere_fit_least_squaresPKfS0_S0_jjfPfS1_S1_S1_        0        0        1
  _ZN4uORB7Manager10orb_existsEPK12orb_metadatai        0        0        2
> _ZN15MultirotorMixer22set_max_delta_out_onceEf@./src/modules/systemlib/mixer/CMakeFiles/modules__systemlib__mixer.dir/mixer_multirotor.cpp.obj        0        0        1
> _ZN6PWMSim20task_main_trampolineEiPPc        0        0        1
> _ZN15DriverFramework10DFUIntList4sizeEv        0        0        1
  _ZN3px46logger6Logger10file_existEPKc        0        0        1
  _ZN3Ekf19runTerrainEstimatorEv        0        0        2
  _ZN4math10Quaternion10from_eulerEfff        0        0        1
> _ZN8GeofenceD0Ev                      0        0        2
  _ZN6MS561110stop_cycleEv              0        0        1
> _ZN16GPSDriverAshtechD0Ev             0        0        1
> _ZN15MultirotorMixerD1Ev@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/mixer/mixer_multirotor.cpp.obj        0        0        1
> _ZN34MavlinkStreamActuatorControlTargetILi2EED0Ev        0        0        2
> _ZN28MavlinkStreamNamedValueFloat13get_id_staticEv        0        0        1
  _ZN3Ekf13resetVelocityEv              0        0        4
  _ZN7MPU60009write_regEjh              0        0        1
> _ZN24MavlinkStreamHILControls12new_instanceEP7Mavlink        0        0        3
> _ZN6device6Device18get_device_addressEv@./src/drivers/ms5611/CMakeFiles/drivers__ms5611.dir/ms5611_i2c.cpp.obj        0        0        1
> _ZN6matrix6MatrixIfLj4ELj1EEC1EPKf@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_messages.cpp.obj        0        0        1
  dm_clear                              0        0        2
  _ZNK6matrix6MatrixIfLj3ELj1EEmlILj1EEENS0_IfLj3EXT_EEERKNS0_IfLj1EXT_EEE        0        0        2
  _ZN9estimator9imuSampleC1ERKS0_        0        0        1
  _ZNK6matrix6MatrixIfLj3ELj3EEmlILj3EEENS0_IfLj3EXT_EEERKS3_        0        0        2
> _ZN5TRONE20get_maximum_distanceEv        0        0        1
  _ZN15MavlinkReceiverD1Ev              0        0        3
> _ZN6matrix3DcmIfEC1Ev@./src/modules/ekf2/CMakeFiles/modules__ekf2.dir/ekf2_main.cpp.obj        0        0        1
> _ZN6matrix6MatrixIfLj3ELj1EEC1ERKS1_@./src/lib/ecl/CMakeFiles/lib__ecl.dir/EKF/control.cpp.obj        0        0        1
> _ZN14ECL_Controller14get_rate_errorEv        0        0        1
  _ZN18DataValidatorGroup14failover_stateEv        0        0        1
  _ZN10polyfitterILj4EE6updateEdd@./src/modules/events/CMakeFiles/modules__events.dir/temperature_calibration/gyro.cpp.obj        0        0        1
> _ZN9estimator12outputSampleaSERKS0_@./src/lib/ecl/CMakeFiles/lib__ecl.dir/EKF/ekf.cpp.obj        0        0        2
> _ZN16TerrainEstimator7predictEfPK18vehicle_attitude_sPK17sensor_combined_sPK17distance_sensor_s        0        0        3
> _ZN6Loiter11on_inactiveEv             0        0        1
> _ZN6device3I2CD0Ev                    0        0        2
> _Z8isfiniteIfEbT_@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_receiver.cpp.obj        0        0        1
> _ZN15HelicopterMixerD1Ev@./src/modules/systemlib/mixer/CMakeFiles/modules__systemlib__mixer.dir/mixer_helicopter.cpp.obj        0        0        1
> _ZN26MavlinkStreamCameraCapture6get_idEv        0        0        1
> _ZN6device6Device14get_device_busEv@./src/drivers/mpu6000/CMakeFiles/drivers__mpu6000.dir/mpu6000_spi.cpp.obj        0        0        1
  _ZN26MulticopterAttitudeControl16pid_attenuationsEff        0        0        1
> _ZNK28MavlinkStreamEstimatorStatus8get_nameEv        0        0        1
> crc_accumulate@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_ftp.cpp.obj        0        0        1
  _ZN10ringbuffer10RingBuffer6resizeEj        0        0        1
> _ZN15MultirotorMixerC1EPFijhhRfEj18MultirotorGeometryffff@./src/modules/px4iofirmware/CMakeFiles/px4io-v2.dir/__/systemlib/mixer/mixer_multirotor.cpp.obj        0        0        1
> _ZN3px43bst3BST5cycleEv               0        0        2
  _ZN14PX4IO_Uploader5eraseEv           0        0        2
  _ZN14PX4IO_Uploader22recv_byte_with_timeoutEPhj        0        0        1
  _ZN30MavlinkStreamGlobalPositionIntD1Ev        0        0        1
> _ZN9estimator12outputSampleC1ERKS0_@./src/lib/ecl/CMakeFiles/lib__ecl.dir/EKF/ekf.cpp.obj        0        0        1
> _ZN6MS55255cycleEv                    0        0        4
> _ZN6deviceL10cdev_ioctlEP4fileim        0        0        1
> _ZN12MPU6000_gyroD0Ev                 0        0        3
  _ZN7Mavlink12get_instanceEj           0        0        1
> _ZN22CameraInterfaceSeagull17has_power_controlEv        0        0        1
> _ZN34MavlinkStreamActuatorControlTargetILi2EE15get_name_staticEv        0        0        1
  _ZN26MulticopterAttitudeControl19battery_status_pollEv        0        0        2
  _ZN11LSM303D_magC1EP7LSM303D          0        0        1
  _ZN12MEASAirspeedC1EiiPKc             0        0        2
  _ZN18EstimatorInterface17quat_to_invrotmatERKN6matrix10QuaternionIfEE        0        0        1
> _ZN4ListIPN4uORB15PublicationNodeEED0Ev        0        0        1
  _ZN17MavlinkLogHandler8get_sizeEv        0        0        1
  _ZN6matrix6MatrixIfLj2ELj1EEC1Ev@./src/modules/ekf2/CMakeFiles/modules__ekf2.dir/ekf2_main.cpp.obj        0        0        1
> _ZN8StandardD0Ev                      0        0        2
> _ZN24MavlinkStreamADSBVehicle12new_instanceEP7Mavlink        0        0        3
  _ZN7MPU600015print_registersEv        0        0        2
> _ZN23MavlinkStreamRCChannels6get_idEv        0        0        1
  _ZN4uORB7Manager21get_uorb_communicatorEv        0        0        1
> _ZN36MavlinkStreamPositionTargetGlobalInt15get_name_staticEv        0        0        1
> _ZN10ModuleBaseIN8load_mon7LoadMonEE3runEv        0        0        1
> _ZN7LSM303D15accel_self_testEv        0        0        1
> _ZN6device6DeviceD0Ev                 0        0        2
  _ZN3Ekf18setControlEVHeightEv         0        0        1
  _ZN10RingBufferIN9estimator14airspeedSampleEE4pushES1_        0        0        1
  _ZN19VtolAttitudeControl24vehicle_rates_sp_fw_pollEv        0        0        2
  _ZN14PX4IO_Uploader11verify_rev2Ej        0        0        3
> _Z21LIS3MDL_I2C_interfacei            0        0        2
  _ZN12LidarLiteI2C9write_regEhh        0        0        2
  _Z17set_tune_overridei                0        0        1
  _ZN7Mavlink13get_system_idEv          0        0        1
> _ZN10ModuleBaseIN13land_detector12LandDetectorEE12request_stopEv@./src/modules/land_detector/CMakeFiles/modules__land_detector.dir/RoverLandDetector.cpp.obj        0        0        1
  _ZN12MissionBlock15set_loiter_itemEP14mission_item_sf        0        0        2
> _ZN13land_detector16VtolLandDetectorD0Ev        0        0        2
> _ZN6matrix6MatrixIfLj4ELj1EEC1EPKf@./src/modules/vtol_att_control/CMakeFiles/modules__vtol_att_control.dir/tailsitter.cpp.obj        0        0        1
  _ZN9estimator10flowSampleC1Ev         0        0        1
> _ZN30MavlinkStreamGlobalPositionInt15get_name_staticEv        0        0        1
  _ZN6device3I2CD1Ev                    0        0        1
> _ZN7control5BlockD0Ev                 0        0        1
> crc_accumulate@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_log_handler.cpp.obj        0        0        1
  _ZN18EstimatorInterface12setRangeDataEyf        0        0        2
  _ZN3Ekf15constrainStatesEv            0        0        1
> _ZNK21MavlinkStreamAltitude8get_nameEv        0        0        1
> _ZN5TRONE20get_minimum_distanceEv        0        0        1
> _ZN3ADC16_tick_trampolineEPv          0        0        1
  _Z11sf0x_parsercPcPjP16SF0X_PARSE_STATEPf        0        0        1
> _ZL5usagev@./src/modules/uORB/CMakeFiles/modules__uORB.dir/uORBMain.cpp.obj        0        0        2
> _ZN4math10VectorBaseILj2EEC1Ev@./src/modules/gnd_pos_control/CMakeFiles/modules__gnd_pos_control.dir/GroundRoverPositionControl.cpp.obj        0        0        1
> _ZN19ECL_WheelController18control_euler_rateERK15ECL_ControlData        0        0        1
  _ZN4math15LowPassFilter2pC1Eff@./src/drivers/mpu6000/CMakeFiles/drivers__mpu6000.dir/mpu6000.cpp.obj        0        0        2
> _ZN23MavlinkStreamStatustext6get_idEv        0        0        1
  _ZN7HMC588312check_offsetEv           0        0        1
  _ZN6L3GD205resetEv                    0        0        6
  _ZN7sensors23TemperatureCompensation23apply_corrections_accelEiRN4math6VectorILj3EEEfPfS5_        0        0        2
> _ZN21MavlinkStreamAltitude12new_instanceEP7Mavlink        0        0        3
  _ZN9Navigator22global_position_updateEv        0        0        1
  sumd_decode                           0        0        2
  _ZN19VtolAttitudeControl24vehicle_rates_sp_mc_pollEv        0        0        2
> _ZN4math10VectorBaseILj3EEC1Ev@./src/modules/mc_att_control/CMakeFiles/modules__mc_att_control.dir/mc_att_control_main.cpp.obj        0        0        1
> _ZN7BatteryD0Ev                       0        0        1
> _ZN27MavlinkStreamServoOutputRawILi0EE8get_sizeEv        0        0        1
> _ZN10ringbuffer10RingBuffer3getERt        0        0        1
> _ZN10ringbuffer10RingBuffer4fullEv        0        0        1
> _ZN7MPU600018measure_trampolineEPv        0        0        1
> _ZN6matrix6MatrixIfLj3ELj1EEC1ERKS1_@./src/lib/ecl/CMakeFiles/lib__ecl.dir/EKF/mag_fusion.cpp.obj        0        0        1
  _ZNK4math10VectorBaseILj2EE10normalizedEv        0        0        2
> _ZNK27MavlinkStreamServoOutputRawILi1EE8get_nameEv        0        0        1
> _ZN13land_detector16VtolLandDetector14_update_topicsEv        0        0        4
  _ZN24FixedwingPositionControl19vehicle_status_pollEv        0        0        2
  _ZN10ModuleBaseIN8load_mon7LoadMonEE11lock_moduleEv        0        0        1
  _Z28calibrate_cancel_unsubscribei        0        0        1
> _ZN6device6Device15set_device_typeEh@./src/drivers/device/CMakeFiles/drivers__device.dir/i2c_nuttx.cpp.obj        0        0        1
> _ZN6device4CDevD0Ev                   0        0        2
> _ZN21MavlinkStreamAltitude13get_id_staticEv        0        0        1
  _ZN15DriverFramework13DFPointerListD1Ev        0        0        2
  orb_set_interval                      0        0        1
  _ZN8ulanding5RadarC1EPKc              0        0        1
> _ZN10MavlinkFTP21_getServerComponentIdEv        0        0        2
> _ZN11HMC5883_I2C5probeEv              0        0        1
> _ZN10ringbuffer10RingBufferD0Ev        0        0        2
> _ZN11LSM303D_mag4readEP4filePcj        0        0        1
> _ZN11HMC5883_I2C4readEjPvj            0        0        2
> _ZN27MavlinkStreamServoOutputRawILi2EED0Ev        0        0        2
> _ZN19MavlinkStreamVFRHUD15get_name_staticEv        0        0        1
> _ZN26MavlinkStreamManualControl12new_instanceEP7Mavlink        0        0        3
  _ZN12MPU9250_gyroC1EP7MPU9250PKc        0        0        1
> _ZN21MavlinkMissionManager19handle_mission_itemEPK17__mavlink_message        0        0        1
  _ZN3Ekf20get_imu_vibe_metricsEPf        0        0        1
  _ZN24MavlinkParametersManager10send_paramEti        0        0        1
  _ZN10ModuleBaseI4Ekf2E11lock_moduleEv        0        0        1
> _ZN6vmount7InputRCD0Ev                0        0        3
> _ZN9GPSHelper15restartSurveyInEv@./src/drivers/gps/CMakeFiles/drivers__gps.dir/devices/src/ashtech.cpp.obj        0        0        1
  _ZN4math15LowPassFilter2p5applyEf        0        0        1
> _ZNK15launchdetection20CatapultLaunchMethod17getLaunchDetectedEv        0        0        1
  _ZN4math15LowPassFilter2p5resetEf        0        0        1
  _ZN7control15BlockDerivative6updateEf        0        0        2
> _ZN7Mission21altitude_sp_foh_resetEv        0        0        1
  _ZN19VtolAttitudeControl19pos_sp_triplet_pollEv        0        0        2
  _ZN11MPU6000_SPIC1Ei9spi_dev_ei        0        0        1
  _ZN8Geofence5checkERK25vehicle_global_position_sRK22vehicle_gps_position_sf15home_position_sb        0        0        1
  _ZN19VtolAttitudeControl23is_fixed_wing_requestedEv        0        0        1
> _ZN6vmount15InputMavlinkROI11update_implEjPPNS_11ControlDataEb        0        0        3
  _ZN26MavlinkStreamCameraCaptureD1Ev        0        0        1
> _ZNK27MavlinkStreamServoOutputRawILi3EE8get_nameEv        0        0        1
> _ZN3px43bst3BSTD0Ev                   0        0        2
> _ZN6device6Device19get_device_bus_typeEv@./src/drivers/mpu6000/CMakeFiles/drivers__mpu6000.dir/mpu6000_spi.cpp.obj        0        0        1
> _ZN6device3I2C5probeEv                0        0        1
  _ZN19ECL_PitchControllerC1Ev          0        0        1
  _ZN12LidarLiteI2C4stopEv              0        0        1
> _ZN23MavlinkStreamHighresIMU13get_id_staticEv        0        0        1
> _ZN3px43bst3BST5ioctlEP4fileim        0        0        1
> _ZN10ringbuffer10RingBuffer5forceEy        0        0        3
> _ZN11HMC5883_I2C5ioctlEjRj            0        0        1
> _ZN5SDP3XD0Ev                         0        0        2
  _ZN3Ekf14get_flow_innovEPf            0        0        1
> _ZN31MavlinkStreamAttitudeQuaternion15get_name_staticEv        0        0        1
> _ZN19MavlinkStreamVFRHUD6get_idEv        0        0        1
  _ZN7Battery12computeScaleEv           0        0        1
> _ZN12LidarLiteI2C12reset_sensorEv        0        0        3
  _ZN21MavlinkMissionManager19load_geofence_statsEv        0        0        3
> _ZN15DriverFramework10DFUIntList9pushFrontEj        0        0        2
> _ZNK4math6MatrixILj3ELj3EEmlERKNS_6VectorILj3EEE@./src/modules/mc_pos_control/CMakeFiles/modules__mc_pos_control.dir/mc_pos_control_main.cpp.obj        0        0        1
  mavlink_sha256_update@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_command_sender.cpp.obj        0        0        1
> _ZN6matrix5EulerIfEC1ERKNS_10QuaternionIfEE@./src/modules/ekf2/CMakeFiles/modules__ekf2.dir/ekf2_main.cpp.obj        0        0        2
> _ZN6vmount15InputMavlinkROI12print_statusEv        0        0        1
> _ZN29MavlinkStreamExtendedSysState6get_idEv        0        0        1
> _ZN19CameraInterfaceGPIOD0Ev          0        0        2
  _ZN11MPU6000_SPI17set_bus_frequencyERj        0        0        2
  _ZN7Mission15advance_missionEv        0        0        1
> _ZN17MavlinkStreamWind8get_sizeEv        0        0        1
  _ZN8load_mon7LoadMon9_ram_usedEv        0        0        1
> _ZNK27MavlinkStreamServoOutputRawILi0EE8get_nameEv        0        0        1
> _ZN6device6Device15set_device_typeEh@./src/drivers/ms4525_airspeed/CMakeFiles/drivers__ms4525_airspeed.dir/ms4525_airspeed.cpp.obj        0        0        1
> _ZN7control17BlockIntegralTrap6updateEf        0        0        2
> _ZN12MPU6000_gyro5ioctlEP4fileim        0        0        1
> _ZN14CameraFeedback20task_main_trampolineEiPPc        0        0        1
  _ZN12GPSDriverUBX12payloadRxAddEh        0        0        1
> _ZN6device6Device18get_device_addressEv@./src/drivers/pwm_input/CMakeFiles/drivers__pwm_input.dir/pwm_input.cpp.obj        0        0        1
> _ZN17MavlinkStreamWindD0Ev            0        0        2
  _ZN10MavlinkFTP11_workRenameEPNS_13PayloadHeaderE        0        0        1
> _ZN4math10VectorBaseILj2EEC1Ev@./src/modules/mc_pos_control/CMakeFiles/modules__mc_pos_control.dir/mc_pos_control_main.cpp.obj        0        0        1
  _ZN13DataValidator3putEyPfyi          0        0        1
> _ZN6device6Device18get_device_addressEv@./src/drivers/mpu9250/CMakeFiles/drivers__mpu9250.dir/mpu9250.cpp.obj        0        0        1
  _ZN7LSM303D13mag_set_rangeEj          0        0        5
> _ZN6matrix6MatrixIfLj3ELj1EEC1Ev@./src/modules/gnd_att_control/CMakeFiles/modules__gnd_att_control.dir/GroundRoverAttitudeControl.cpp.obj        0        0        1
> _ZNK22MavlinkStreamHeartbeat8get_nameEv        0        0        1
  _ZN3px46logger9LogWriter20select_write_backendEh        0        0        1
  _ZN6matrix6MatrixIfLj3ELj3EEmIERKS1_        0        0        2
  _ZN8Geofence14isHomeRequiredEv        0        0        1
> _ZN27MavlinkStreamServoOutputRawILi1EE15get_name_staticEv        0        0        1
> _ZN27MavlinkStreamServoOutputRawILi0EE12new_instanceEP7Mavlink        0        0        3
  _ZN28MavlinkStreamEstimatorStatusD1Ev        0        0        1
> _ZN6device6Device18get_device_addressEv@./src/drivers/stm32/adc/CMakeFiles/drivers__stm32__adc.dir/adc.cpp.obj        0        0        1
> _ZN12MavlinkShell18shell_start_threadEiPPc        0        0        1
  _Z22stabilization_requiredv           0        0        1
> _ZN6device6Device15set_device_typeEh@./src/drivers/px4flow/CMakeFiles/drivers__px4flow.dir/px4flow.cpp.obj        0        0        1
  _ZN13runwaytakeoff13RunwayTakeoffD1Ev        0        0        1
  _ZN4uORB12DeviceMasterD1Ev            0        0        1
> _ZN6matrix10QuaternionIfEC1ERKNS_5EulerIfEE@./src/modules/mavlink/CMakeFiles/modules__mavlink.dir/mavlink_receiver.cpp.obj        0        0        1
  _ZN34MavlinkStreamLocalPositionSetpointD1Ev        0        0        1
> _ZN14PX4IO_UploaderD0Ev               0        0        1
> _ZN4math10VectorBaseILj3EEC1Ev@./src/modules/mc_pos_control/CMakeFiles/modules__mc_pos_control.dir/mc_pos_control_main.cpp.obj        0        0        1
  _Z16orb_topics_countv                 0        0        1
> _ZThn4_N15launchdetection20CatapultLaunchMethodD0Ev        0        0        1
  _ZNK21ECL_L1_Pos_Controller23get_local_planar_vectorERKN4math6VectorILj2EEES4_        0        0        2
  _ZL20mixer_mix_threadsafePfPVt.constprop.2        0        0        2
> _ZN19VtolAttitudeControl20task_main_trampolineEiPPc        0        0        1
  st24_common_crc8                      0        0        1
  _ZN26GroundRoverPositionControl28manual_control_setpoint_pollEv        0        0        2
  _ZN12MissionBlock22set_follow_target_itemEP14mission_item_sfR15follow_target_sf        0        0        2
  write_user_stack.constprop.7          0        0        2
> _ZN7control5Block5setDtEf@./src/lib/controllib/CMakeFiles/lib__controllib.dir/block/Block.cpp.obj        0        0        1
> _ZN15launchdetection20CatapultLaunchMethod5resetEv        0        0        1
  _ZN3px46logger9LogWriter14start_log_fileEPKc        0        0        1
> _ZN4math10VectorBaseILj4EEC1Ev        0        0        1
  _ZN9ToneAlarm13rest_durationEjj        0        0        1
  _ZN7MPU925011is_externalEv            0        0        1
> _ZN13CameraTrigger19engange_turn_on_offEPv        0        0        1
> _ZN9NullMixerD0Ev@./src/modules/systemlib/mixer/CMakeFiles/modules__systemlib__mixer.dir/mixer.cpp.obj        0        0        1
> _ZN19MavlinkStreamVFRHUD8get_sizeEv        0        0        1
> _ZN22MavlinkStreamGPSRawIntD0Ev        0        0        2
> _ZNK22MavlinkStreamSysStatus8get_nameEv        0        0        1
  _ZN26MulticopterPositionControl22limit_vel_xy_graduallyEv        0        0        3
> _ZN32MavlinkStreamLocalPositionNEDCOVD0Ev        0        0        2
  _ZN12GPSDriverUBX18payloadRxAddMonVerEh        0        0        2
> _ZN10ringbuffer10RingBuffer5forceEj        0        0        3
> _ZN6deviceL9interruptEiPv             0        0        1
  _ZN7HMC58839write_regEhh              0        0        1
> _ZN4ListIPN7control5BlockEED1Ev@./src/modules/systemlib/CMakeFiles/modules__systemlib.dir/battery.cpp.obj        0        0        1
> _ZN10MS5611_I2C4readEjPvj             0        0        2
  _ZN8Geofence5checkERK14mission_item_s        0        0        1
  _ZN24FixedwingAttitudeControl25vehicle_control_mode_pollEv        0        0        2
  write_dump_time.constprop.11          0        0        2
> _ZN23MavlinkStreamStatustext13get_id_staticEv        0        0        1
> _ZN8VtolTypeC1EP19VtolAttitudeControl        0        0        1
> _ZN10ringbuffer10RingBuffer3putEh        0        0        2
  _ZN18DataValidatorGroupC1Ej           0        0        2
  _ZN26GroundRoverAttitudeControl30vehicle_attitude_setpoint_pollEv        0        0        2
